,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-0,37-0,AA-0,RT-0,NaCl-0,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.005158157955831035,-0.003404499191409856,-0.005744007359244555,0.017608058263413273,0.003457129087435557,-0.2958036307062479,2.2925083854185186,0.0
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0004958800396734278,0.0008148500966176838,0.00555184362783553,0.007411447307330257,0.002996957598456581,-0.18327395314376205,0.422190128350106,0.0
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.003328728854509608,0.00085907675502956,-0.0020160445617793204,0.011600539879325723,0.01652119420630126,1.0113922196666922,1.6640935166723403,0.0
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.0011157693293477296,0.0030093181519362288,-0.016844790770490947,0.009396226662220895,0.0028296558878082665,0.04047739881860553,2.3379281128129614,0.0
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.0007314380388387428,-0.000321737478347104,0.001882120028515889,0.0033317418989437827,0.00703273068416276,0.06134625236039716,0.24059414076197527,0.0
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0009610042431787564,0.0008404335111273487,-0.009551122674650943,-0.0011403797120496633,0.0049235263841029,-0.1787620659511415,0.5921777324209536,0.0
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0002697561727206393,0.007554851535930483,0.003225003219095789,0.011973687060011777,0.011339965853597,1.282102392125697,1.3844364029959262,0.0
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0079136163030357,0.005063328714216225,-0.001339125703820426,0.011840821249134905,0.014078942162886653,0.1861392367142195,1.9812472044075888,0.0
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.005527150596133922,0.0010997993877226993,-0.00182824242569365,0.0009287875861051953,0.0030572548301702807,-0.7088901721281057,0.3563084799692793,0.0
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.010570724711516544,0.00108913310871469,0.0021540513820443308,0.007798864008753956,0.0019147360659325496,-1.358491310271969,1.0076167590889606,0.0
10,p7-E12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0004923753545626798,0.003728172162036819,-0.012335631273162818,0.003371401505021148,0.007818828930984255,0.4887620623509659,1.4005547048261,0.0
11,p8-E3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0006675257689982995,0.009509077407877924,-0.004672633125133885,0.011305255162290966,0.009260238880991327,1.2341556483507286,1.9142245824082245,0.0
12,p7-F9,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.002402091920136978,0.005406639601873807,-0.001737856034922497,-0.0009554409954517383,0.0007806978969705728,0.605836665587984,-0.10299641553632272,0.0
13,p8-C3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0006853623013918229,0.006012881540864834,-0.010571156400956584,-0.0005813858075061442,0.004965806360077785,0.5310022576195275,0.7975734213845206,0.0
14,p8-E1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0007152994414902742,0.0033872223262177144,0.0028342150273958423,0.024915359146381398,0.0042050171194196176,0.19391200588432572,2.7580285204219,0.0
15,p8-G1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.001276543981959798,0.004759357381213602,-0.0058462744175412475,-0.009708115528560914,0.0012808108298870248,0.1840993354803253,-0.7338511887324803,0.0
16,p8-G3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.004038533417618229,0.004357625896302281,-0.00011524767039140469,0.024529375522363003,0.006763703728480664,0.8291123383031512,2.9016364696142305,0.0
17,p8-B2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0005432760803382191,0.0018105706696483696,0.00330279764770957,0.002217644189850969,0.014374262830471985,0.8266442591465049,0.18245783448932787,0.0
18,p8-D2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0071442891674787295,0.002382579694798537,0.009198216076953024,-0.0005036205390488661,-0.011341327648159216,-1.5310221416056946,-0.8822037101174763,0.0
19,p8-F4,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.00393456552253228,-0.010885688133669963,0.003386825926021355,0.0048584022802862295,0.005990262384090945,-1.9291999839586067,0.28863967557589226,0.0
20,p4-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,0.009226292404090864,0.017098111346609997,0.002832396706676138,-0.005949086956745182,0.04324225136401546,5.7661410459738205,-0.23168170960788262,0.0
21,p1-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.00036040387106692543,0.002807127342854676,0.004390311217142169,-0.0012976431790053837,0.003832180934458035,0.2954506742647139,-0.5202470545493515,0.0
22,p1-G7,1.0,D,YPD,YPD-D,YPD-D-1.0,-0.004856332066325971,0.00044874809798950486,-0.0028504920370879547,0.003834960296683255,0.0015800910906367614,-0.8535472109268697,0.7249990670290863,0.0
23,p1-H6,1.0,D,YPD,YPD-D,YPD-D-1.0,0.0021571377318220057,0.010636516162958002,-0.002897359232226811,-0.003275292829061241,0.027527268716563698,3.026044024540027,0.32872450712359064,0.0
24,p2-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.002710458107870609,0.0013661431134485873,0.002954324660671213,-0.004182690331399133,0.0008311400448878799,0.17641919319901297,-0.9087837113766519,0.0
25,p6-A7,1.0,D,YPD,YPD-D,YPD-D-1.0,0.0051541593304186145,0.016817601551864687,-0.005900425891172684,-0.0008448848184079954,0.03453514991182435,4.586505315552896,0.9846581366425987,0.0
26,p1-B7,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,-0.003956865938703746,7.862889302887054e-05,-0.006226876738882098,0.0014389573747760089,-0.005079223488649684,-1.2495180711953244,0.524959992362755,0.0
27,p2-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,-0.00016988579692478174,0.0026639256928137674,0.00032320028019544545,0.0029389805632080265,0.004675359689236614,0.19660734766302984,0.3294582135321576,0.0
28,p2-G5,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.014672322643032204,0.008132412148679153,-0.002778336949491406,-0.0054001297197613035,-0.0071372946546111905,1.8296617398645778,-1.0499377684119182,0.0
29,p6-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,-0.0012242864261269386,0.00022017769886542105,-0.007149437952544546,-0.005757782069199994,-0.0016016957895569385,-0.6514148681610171,-0.27964710219833866,0.0
30,p6-B6,1.0,D,YPD,YPD-D,YPD-D-1.0,0.0011285442869353956,0.0022902693871489025,0.004041744079182755,0.0024527232143382984,0.005818646963568741,0.4038660333287511,-0.03134816516555604,0.0
31,p4-H7,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.0038505794195260287,0.00022592374732439169,-0.004887975110398143,-0.006883815678069102,-0.006672268402290764,-0.39189863450655277,-0.8412608064593774,0.0
32,p2-H7,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,-0.0011548773570878106,-0.002093676221380276,-0.008545365286452788,-0.0010422389301030755,0.008444416596830689,-0.35444491494173486,0.5668464356348668,0.0
33,p8-A8,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,0.0003053887539197558,0.0019274340271391746,-0.00043598235351954617,-0.0007039498536484003,-0.001415709609730175,-0.22160972497447348,-0.199846631916738,0.0
34,p1-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,0.003439769479255084,-0.004945725747301016,-0.005876711245074579,0.0033719266019407784,0.000791136796170459,-0.7416475696431031,0.565134588051749,0.0
35,p6-H7,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,-0.0018443879430329684,0.005318947041072942,0.0032081645579884657,0.003085008611333837,-0.004722461812475594,-0.21624926676707243,0.02068407400292131,0.0
36,p4-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,2.2414124970468983e-05,0.003822310924587391,-0.004882492162668775,-0.001364814986054144,-0.0012264202611533105,-0.0246152770607358,0.09517420471458385,0.0
37,p4-E7,1.0,D,YPD,YPD-D,YPD-D-1.0,3.062854980796499e-05,8.366338246004169e-05,-0.006246376798491793,0.003081242795456841,-0.0036524617373929814,-0.7331348936401805,0.6348345755229057,0.0
38,p4-F6,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.003172136030611716,-0.0021669067223453187,-0.00010272941456461613,-0.004960656555043233,-0.002086513051010029,-0.4580873390851548,-0.8903535549974476,0.0
39,p7-B7,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,-0.003058207010101052,0.003175609153436276,0.003709504436879747,0.0024703768610435358,-0.0022537783779525674,-0.46523095596615693,-0.03297109279721609,0.0
40,p6-D5,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.011118797030614748,0.01020245909565452,-0.005391915581951181,-0.00744011195905788,0.027958541518297728,3.9907561372200324,-0.24667855438446468,0.0
41,p6-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,-0.0005478285629849197,0.00041054235544604723,0.005012084467124247,-0.0015404902613282204,0.010805640772575405,0.336975884643324,-0.45858433650816655,0.0
42,p6-E7,1.0,D,YPD,YPD-D,YPD-D-1.0,0.004046774870676621,0.0016373429966736073,0.0004717855920445789,-0.0007587930005251017,-0.0017566925058795525,0.137126860838532,-0.39733880127509164,0.0
43,p4-C6,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,-0.0019102016494880914,-0.00017825226569141963,-0.01519815315482935,-0.0039165693448033065,0.0010755199437787002,-0.7002708016228028,0.6225647078257893,0.0
44,p8-C6,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,-0.0036202173810859625,0.004256301816924025,-0.008925348022179156,0.00577407553410309,0.007096959236858798,0.07378902179159746,1.5454914142733194,0.0
45,p2-A8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.0017860320563015952,0.002689241324459474,-0.004251715416516753,-0.007052492999476963,0.0002830535079442145,0.17089888317884291,-0.6738327822919727,0.0
46,p8-C8,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,-0.0032359909818766045,0.003357002986218077,0.0009978570229440939,0.006444697721910319,-0.00285705994143913,-0.5605710000930102,0.6465288668419759,0.0
47,p4-B6,1.0,D,YPD,YPD-D,YPD-D-1.0,0.0006651426313784124,0.008180816632595334,-0.002855301997007325,6.342831214041505e-05,0.02706477717294221,2.475478223157189,0.7300409597789214,0.0
48,p7-G7,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,0.0031722756484309834,0.0033841523898097588,-0.003150524063855037,-0.0031199578949157557,0.00447088040026152,0.6648125702495002,-0.23042087054106333,0.0
49,p8-G8,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,0.0037058731403625533,0.0008026460312516256,-0.002397942648341132,-0.0019270151170540453,-0.006071829177396853,-0.31028819239074895,-0.40932080919943503,0.0
