,Epoch,LP,evoEnvt,evocode,evocode-Epoch,ploidy,Epoch-true,s_30,s_AA,s_37,s_RT,s_NaCl,s_30_adj,s_AA_adj,s_37_adj,s_RT_adj,s_NaCl_adj
0,0.0,1.0,YP10%D,p1-E11,p1-E11-0,H,0.0,-0.005440357878350892,-0.007218064532356051,-0.0010907490806128268,0.008189681846870947,-0.005819737633645801,-0.005440357878350892,-0.007218064532356051,-0.0010907490806128268,0.008189681846870947,-0.005819737633645801
1,0.0,1.0,YP10%D,p1-F10,p1-F10-0,H,0.0,0.004522887540812008,0.017514692072531923,-0.0005365902186571596,-0.0023342383738734138,-0.007675511489215401,0.004522887540812008,0.017514692072531923,-0.0005365902186571596,-0.0023342383738734138,-0.007675511489215401
2,0.0,1.0,YPD(37C),p8-F1,p8-F1-0,H,0.0,-0.009061984425981471,-0.01082053592281382,0.0032917608655299926,0.020776350872412586,0.005887511419485428,-0.009061984425981471,-0.01082053592281382,0.0032917608655299926,0.020776350872412586,0.005887511419485428
3,0.0,1.0,YPD(37C),p8-C2,p8-C2-0,H,0.0,-0.001204016376487377,0.00336435960143621,0.00023153907770894072,0.00583763302531745,0.0034587673416941614,-0.001204016376487377,0.00336435960143621,0.00023153907770894072,0.00583763302531745,0.0034587673416941614
4,0.0,1.0,YPD(37C),p7-D10,p7-D10-0,H,0.0,0.004970326015128769,0.0010324849333244528,0.00084980909445712,0.028746620662037734,0.010643503005970958,0.004970326015128769,0.0010324849333244528,0.00084980909445712,0.028746620662037734,0.010643503005970958
5,0.0,1.0,YPD(37C),p8-D1,p8-D1-0,H,0.0,-0.0011408161728020307,-0.0009127341366809041,0.0030093181519362288,-0.0009548635782844722,-0.0012330661013110161,-0.0011408161728020307,-0.0009127341366809041,0.0030093181519362288,-0.0009548635782844722,-0.0012330661013110161
6,0.0,1.0,YPD(37C),p8-C4,p8-C4-0,H,0.0,0.0010593369112955082,-0.016962433189666448,-2.4707479230888594e-05,0.007995164749696642,0.0004082579448582358,0.0010593369112955082,-0.016962433189666448,-2.4707479230888594e-05,0.007995164749696642,0.0004082579448582358
7,0.0,1.0,YPD(37C),p8-D3,p8-D3-0,H,0.0,0.00012122514248581046,-0.0086103304976532,-0.0011691860850160459,0.010654975168718212,0.0031519469881417864,0.00012122514248581046,-0.0086103304976532,-0.0011691860850160459,0.010654975168718212,0.0031519469881417864
8,200.0,1.0,YPD(37C),p7-D10,p7-D10-200,H,200.0,0.022528209008499167,0.00799653765411953,0.0051446710732672325,0.022398183325977594,0.04808510410483576,0.022528209008499167,0.00799653765411953,0.0051446710732672325,0.022398183325977594,0.04808510410483576
9,200.0,1.0,YPD(37C),p8-F1,p8-F1-200,H,200.0,0.004346240896640691,0.00048353862546350487,-0.0006205205695052353,0.013594908475436478,0.018669932837362686,0.004346240896640691,0.00048353862546350487,-0.0006205205695052353,0.013594908475436478,0.018669932837362686
10,200.0,1.0,YPD(37C),p8-C2,p8-C2-200,H,200.0,0.00936736986042188,-0.00018102794557739758,0.004762154135280876,0.019523937364896243,0.028637288375012993,0.00936736986042188,-0.00018102794557739758,0.004762154135280876,0.019523937364896243,0.028637288375012993
11,200.0,1.0,YPD(37C),p8-C4,p8-C4-200,H,200.0,0.0051673464548262354,0.008246776794873904,0.003479177232274427,-0.004168923461639171,0.024245791092137342,0.0051673464548262354,0.008246776794873904,0.003479177232274427,-0.004168923461639171,0.024245791092137342
12,200.0,1.0,YPD(37C),p8-D1,p8-D1-200,H,200.0,0.012717238201879096,0.0019294916296674705,0.008206024826856504,0.013642047158857753,0.014920896183729684,0.012717238201879096,0.0019294916296674705,0.008206024826856504,0.013642047158857753,0.014920896183729684
13,200.0,1.0,YPD(37C),p8-D3,p8-D3-200,H,200.0,0.00430731115999836,-0.002699614238968469,0.002221198670025441,0.034673052544611005,0.017525368638129302,0.00430731115999836,-0.002699614238968469,0.002221198670025441,0.034673052544611005,0.017525368638129302
14,200.0,1.0,YP10%D,p1-E11,p1-E11-200,H,200.0,-0.003850731450103625,-0.010219818554910264,-0.004770931852268135,-0.0025634782676932167,0.0018072636026462618,-0.003850731450103625,-0.010219818554910264,-0.004770931852268135,-0.0025634782676932167,0.0018072636026462618
15,200.0,1.0,YP10%D,p1-F10,p1-F10-200,H,200.0,0.005767435392215766,0.00548701344997014,0.0033834144200080873,0.0014823953713814374,0.004114741211989987,0.005767435392215766,0.00548701344997014,0.0033834144200080873,0.0014823953713814374,0.004114741211989987
16,400.0,1.0,YPD(37C),p7-D10,p7-D10-400,H,400.0,0.03281126522633898,0.006757796959815525,0.024123704552161836,0.0589631380145656,0.06655856604181709,0.03281126522633898,0.006757796959815525,0.024123704552161836,0.0589631380145656,0.06655856604181709
17,400.0,1.0,YPD(37C),p8-D1,p8-D1-400,H,400.0,0.015400463943442562,0.0069117671401030855,0.020303747615859128,0.029775848992089793,0.030106726071986636,0.015400463943442562,0.0069117671401030855,0.020303747615859128,0.029775848992089793,0.030106726071986636
18,400.0,1.0,YPD(37C),p8-F1,p8-F1-400,H,400.0,0.01732690059622554,0.003484599014592563,0.012222985371940647,0.03272434542994271,0.04727779840379004,0.01732690059622554,0.003484599014592563,0.012222985371940647,0.03272434542994271,0.04727779840379004
19,400.0,1.0,YPD(37C),p8-C2,p8-C2-400,H,400.0,0.018983289532965207,0.017528367505312448,0.007845836416069623,0.014464027302758937,0.05113592639981532,0.018983289532965207,0.017528367505312448,0.007845836416069623,0.014464027302758937,0.05113592639981532
