,Epoch,LP,evoEnvt,evocode,evocode-Epoch,ploidy,Epoch-true,s_30,s_AA,s_37,s_RT,s_NaCl,s_30_adj,s_AA_adj,s_37_adj,s_RT_adj,s_NaCl_adj
0,0.0,1.0,YP10%D,p1-E11,p1-E11-0,H,0.0,-0.004522887540812008,-0.013896406490230176,-0.0012995858774357341,0.006391192281176914,0.0058553675253524284,-0.004522887540812008,-0.013896406490230176,-0.0012995858774357341,0.006391192281176914,0.0058553675253524284
1,0.0,1.0,YP10%D,p1-F10,p1-F10-0,H,0.0,0.0012996954801651269,0.01604060751232808,-0.0019550927211042387,-0.005126583532725038,-0.0073900002315496266,0.0012996954801651269,0.01604060751232808,-0.0019550927211042387,-0.005126583532725038,-0.0073900002315496266
2,0.0,1.0,YPD(37C),p8-F1,p8-F1-0,H,0.0,-0.004535173989075203,-0.01487173737729012,-0.003404499191409856,0.016534592581979153,0.0025933675466374095,-0.004535173989075203,-0.01487173737729012,-0.003404499191409856,0.016534592581979153,0.0025933675466374095
3,0.0,1.0,YPD(37C),p8-C2,p8-C2-0,H,0.0,0.00016461319107617884,0.008107880236159208,0.002053411437733661,0.00583763302531745,0.001189638433753192,0.00016461319107617884,0.008107880236159208,0.002053411437733661,0.00583763302531745,0.001189638433753192
4,0.0,1.0,YPD(37C),p7-D10,p7-D10-0,H,0.0,0.006161560242434548,0.00209725037863272,-0.0022294289457426924,0.01688295830592112,0.0119401844201735,0.006161560242434548,0.00209725037863272,-0.0022294289457426924,0.01688295830592112,0.0119401844201735
5,0.0,1.0,YPD(37C),p8-D1,p8-D1-0,H,0.0,0.00111576932934773,-0.02362165307652947,0.0007140953551339336,-0.00016995345358092502,0.004671144688844538,0.00111576932934773,-0.02362165307652947,0.0007140953551339336,-0.00016995345358092502,0.004671144688844538
6,0.0,1.0,YPD(37C),p8-C4,p8-C4-0,H,0.0,-0.001974247428949839,-0.00751822221345521,0.004094597212185328,0.003984181375519192,0.0043024519204088695,-0.001974247428949839,-0.00751822221345521,0.004094597212185328,0.003984181375519192,0.0043024519204088695
7,0.0,1.0,YPD(37C),p8-D3,p8-D3-0,H,0.0,0.001125758033804601,-0.015217310311991864,-0.0010416563209438374,-0.0032342434091823685,0.0035247829840862137,0.001125758033804601,-0.015217310311991864,-0.0010416563209438374,-0.0032342434091823685,0.0035247829840862137
8,200.0,1.0,YPD(37C),p7-D10,p7-D10-200,H,200.0,0.02507544158918999,0.004215155060958978,0.006764596010466747,0.022117540734699855,0.048027973146123865,0.02507544158918999,0.004215155060958978,0.006764596010466747,0.022117540734699855,0.048027973146123865
9,200.0,1.0,YPD(37C),p8-F1,p8-F1-200,H,200.0,0.003138015786452066,-0.0006688215678438037,-0.0024554286698248106,0.014165042035757688,0.022770986126104484,0.003138015786452066,-0.0006688215678438037,-0.0024554286698248106,0.014165042035757688,0.022770986126104484
10,200.0,1.0,YPD(37C),p8-C2,p8-C2-200,H,200.0,0.007041582024510559,0.007527888969688647,0.004920483175752647,0.012095423787422111,0.013537875447917656,0.007041582024510559,0.007527888969688647,0.004920483175752647,0.012095423787422111,0.013537875447917656
11,200.0,1.0,YPD(37C),p8-C4,p8-C4-200,H,200.0,0.004169934047687006,0.013120335759873586,0.004230433322206677,0.003684172313802527,0.02230870782341425,0.004169934047687006,0.013120335759873586,0.004230433322206677,0.003684172313802527,0.02230870782341425
12,200.0,1.0,YPD(37C),p8-D1,p8-D1-200,H,200.0,0.008940182944128475,-0.005981507444246818,0.003937436189396184,0.01300564009008704,0.010005824752672556,0.008940182944128475,-0.005981507444246818,0.003937436189396184,0.01300564009008704,0.010005824752672556
13,200.0,1.0,YPD(37C),p8-D3,p8-D3-200,H,200.0,0.005434789684410402,-0.0036150903730816546,0.0014064521899122549,0.022476696616573776,0.016685520655048608,0.005434789684410402,-0.0036150903730816546,0.0014064521899122549,0.022476696616573776,0.016685520655048608
14,200.0,1.0,YP10%D,p1-E11,p1-E11-200,H,200.0,-0.0056600260707553775,-0.008736439022125547,-0.006280576227328671,0.0011098167913550596,-0.0004114160734831093,-0.0056600260707553775,-0.008736439022125547,-0.006280576227328671,0.0011098167913550596,-0.0004114160734831093
15,200.0,1.0,YP10%D,p1-F10,p1-F10-200,H,200.0,0.002344184891491857,0.00962537159997755,0.0076680936595887195,-0.0023685710835706416,-0.003291909065023767,0.002344184891491857,0.00962537159997755,0.0076680936595887195,-0.0023685710835706416,-0.003291909065023767
16,400.0,1.0,YPD(37C),p7-D10,p7-D10-400,H,400.0,0.02878784910285083,0.007120315959261583,0.01997816015530856,0.06516186005491308,0.0602620411704351,0.02878784910285083,0.007120315959261583,0.01997816015530856,0.06516186005491308,0.0602620411704351
17,400.0,1.0,YPD(37C),p8-D1,p8-D1-400,H,400.0,0.012964177664040505,0.012157438434520175,0.018681920209227754,0.025793159112803526,0.035546423650600525,0.012964177664040505,0.012157438434520175,0.018681920209227754,0.025793159112803526,0.035546423650600525
18,400.0,1.0,YPD(37C),p8-F1,p8-F1-400,H,400.0,0.020193988591090763,-0.002636733321072898,0.013343664711639773,0.032539136267715374,0.047858017226574553,0.020193988591090763,-0.002636733321072898,0.013343664711639773,0.032539136267715374,0.047858017226574553
19,400.0,1.0,YPD(37C),p8-C2,p8-C2-400,H,400.0,0.023093503774510596,0.012895024757961398,0.004696118222490523,0.013811675632873971,0.04233662723822587,0.023093503774510596,0.012895024757961398,0.004696118222490523,0.013811675632873971,0.04233662723822587
20,400.0,1.0,YPD(37C),p8-D3,p8-D3-400,H,400.0,0.010425474607265138,0.0013918665083575716,0.010064879811902676,0.025168951781672062,0.035033374479717286,0.010425474607265138,0.0013918665083575716,0.010064879811902676,0.025168951781672062,0.035033374479717286
21,400.0,1.0,YPD(37C),p8-C4,p8-C4-400,H,400.0,0.005088910758144898,0.07024908394804116,0.008331061974172937,0.01609071115736868,0.023836612692468773,0.005088910758144898,0.07024908394804116,0.008331061974172937,0.01609071115736868,0.023836612692468773
22,400.0,1.0,YP10%D,p1-E11,p1-E11-400,H,400.0,-0.0034849751733238414,-0.005599526004114433,-0.00030633447338802595,0.0020887250288381815,-0.0002596012411781244,-0.0034849751733238414,-0.005599526004114433,-0.00030633447338802595,0.0020887250288381815,-0.0002596012411781244
23,400.0,1.0,YP10%D,p1-F10,p1-F10-400,H,400.0,0.0057415437802564254,0.0050895892144962335,-0.0009013364026317378,-0.004445451015521271,-7.047195106645894e-05,0.0057415437802564254,0.0050895892144962335,-0.0009013364026317378,-0.004445451015521271,-7.047195106645894e-05
24,600.0,1.0,YPD(37C),p8-D1,p8-D1-600,H,600.0,0.015108261476666995,0.019074972526255767,0.02695814867920522,0.03194613197159449,0.03559426907511378,0.015108261476666995,0.019074972526255767,0.02695814867920522,0.03194613197159449,0.03559426907511378
25,600.0,1.0,YPD(37C),p8-F1,p8-F1-600,H,600.0,0.021582886927792526,-0.0047333283373210385,0.016032969275149557,0.04305065589861773,0.04802564561797651,0.021582886927792526,-0.0047333283373210385,0.016032969275149557,0.04305065589861773,0.04802564561797651
