,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-800,37-800,AA-800,RT-800,NaCl-800,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.020993500275434604,0.026465931896241895,-0.021930008168103747,0.05380134726948181,0.04603052036350987,-2.328420947847817,-1.471190353900081,800.0
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.021274394796693154,0.022359384690300053,0.03338835771853963,0.02865124064921287,0.039445804673998594,-1.9191441925635444,-0.6367378002501892,800.0
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.022372746413144406,0.03380739639177539,-0.01576666849061185,0.09372763263575787,0.06452298788620364,-2.0071488305333207,-2.5269664038108197,800.0
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02312933671491705,0.027139398361316562,0.013377539123170485,0.06189038658265799,0.041175750183532644,-2.16990059724662,-1.3697535370030856,800.0
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02164979927911343,0.022758643913462828,0.09337216997078462,0.052717177581202895,0.05074694836748797,-1.3391052666852814,-0.9290777290384736,800.0
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.011074779089602147,0.02908530716000126,0.018731268380546284,0.03200122374551291,0.03526756327971728,-2.49754486681591,-0.7355740836672258,800.0
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03230513348978977,0.03294144283802383,0.01980114962183454,0.08354254682859374,0.08676817737562563,-0.7451296589518343,-2.6612420631052824,800.0
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.030084839344431326,0.029732317612457176,0.10211263242695029,0.023189543097811422,0.05872838344060187,-0.5272419326764717,-0.7857358451885053,800.0
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.02731521908126135,0.028320527754423824,0.013228740651544536,0.08471875815717474,0.08258581521540803,-1.1090384561365016,-2.5072043659119965,800.0
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.035625707753875704,0.02864040212721691,0.01850897135686895,0.023143753779480938,0.07617786975306381,-0.5002099165522002,-1.5101217746154856,800.0
10,p7-E12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.028106291300170227,0.03047438897393873,0.013423264127880469,0.050195964213709254,0.048478779883895304,-1.7055129237079512,-1.4264940885031536,800.0
11,p8-E3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.018050012120988695,0.019844506168588794,0.05993359291977212,-0.0418211214544717,0.03382823187181739,-1.4973425781170533,0.7232409027321768,800.0
12,p7-F9,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.028404496520149126,0.025533365221558288,-0.021613244050076613,0.0541536292496057,0.05212353803304817,-1.9086384970831998,-1.6216663264438895,800.0
13,p8-C3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.015169357177899996,0.023006298650110092,0.01854625654835703,0.06693800850451503,0.03586509411362861,-2.608295984513835,-1.185651299956699,800.0
14,p8-E1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.020473883370151495,0.020437500479293137,0.02596173101682927,0.005057495658595226,0.04418028960896836,-1.722532597975914,-0.3571105444620303,800.0
15,p8-G1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.038298030213382434,0.019351913097513655,0.01886388298834795,0.033389460101426,0.0723165174263432,-0.61251534125781,-1.4328399884256346,800.0
16,p8-G3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.044665404069065856,0.03767439150399725,0.008774793507138591,0.105364413519801,0.07452821882976313,-0.8309416066746935,-3.0098855301692535,800.0
17,p8-B2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.04796932808700811,0.034740764735501375,0.10578671075358938,0.03608697801756177,0.07724745245628387,0.551391953202669,-1.5263806295290545,800.0
