,Epoch,LP,evoEnvt,evocode,evocode-Epoch,ploidy,Epoch-true,s_30,s_AA,s_37,s_RT,s_NaCl,s_30_adj,s_AA_adj,s_37_adj,s_RT_adj,s_NaCl_adj
785,400.0,2.0,YP10%D,p1-B8,p1-B8-400,D,400.0,0.001252992999655199,0.0020127754844854046,-0.005485416227222671,0.0037753601790519844,-0.0009242802648603344,0.001252992999655199,0.0020127754844854046,-0.005485416227222671,0.0037753601790519844,-0.0009242802648603344
786,400.0,2.0,YP10%D,p1-E5,p1-E5-400,D,400.0,0.00011191837581906591,0.004187141299659622,0.002147804113320486,0.0014579771199248748,-0.00023679868995970838,0.00011191837581906591,0.004187141299659622,0.002147804113320486,0.0014579771199248748,-0.00023679868995970838
787,400.0,2.0,YP10%D,p2-B5,p2-B5-400,D,360.0,0.00014914381816034591,-0.013471503000964974,-0.00011964133138355658,-0.0019001335791415776,0.011417706358415169,-0.0007024353778049969,-0.010777202400771981,0.0007759927783502381,-0.0011609698027183028,0.008658955698648031
788,400.0,2.0,YP10%D,p1-H8,p1-H8-400,D,400.0,0.001447873476205632,0.008872788312693737,0.0040195278798891634,-0.0035134604760238557,-0.0015204826330978557,0.001447873476205632,0.008872788312693737,0.0040195278798891634,-0.0035134604760238557,-0.0015204826330978557
789,600.0,2.0,YPD+AA,p6-A5,p6-A5-600,D,600.0,0.06770792652173135,0.20972369934003476,0.060924374302437787,0.007615805777330554,0.06314336882064157,0.06770792652173135,0.20972369934003476,0.060924374302437787,0.007615805777330554,0.06314336882064157
790,600.0,2.0,YPD(37C),p7-A7,p7-A7-600,D,600.0,0.05534769555515842,0.1592966376453175,0.062274680848962836,-0.02705181388211515,0.06691503679339258,0.05534769555515842,0.1592966376453175,0.062274680848962836,-0.02705181388211515,0.06691503679339258
791,600.0,2.0,YPD(37C),p7-C6,p7-C6-600,D,600.0,0.048534650247544345,0.13289250535238994,0.06051132965426573,-0.03436879921743807,0.05606445574123723,0.048534650247544345,0.13289250535238994,0.06051132965426573,-0.03436879921743807,0.05606445574123723
792,600.0,2.0,YPD+AA,p1-H7,p1-H7-600,D,600.0,0.05754676542016374,0.18582086526183486,0.03242250718398997,-0.09478304151192189,0.07579484219171334,0.05754676542016374,0.18582086526183486,0.03242250718398997,-0.09478304151192189,0.07579484219171334
793,600.0,2.0,YPD(37C),p8-F7,p8-F7-600,D,600.0,0.04696504482668808,0.1327784242027885,0.06454457878887135,-0.013962411353239041,0.07394765315017877,0.04696504482668808,0.1327784242027885,0.06454457878887135,-0.013962411353239041,0.07394765315017877
794,600.0,2.0,YPD+AA,p3-D5,p3-D5-600,D,600.0,0.05143173098713004,0.18178347503829423,0.033107656750126835,-0.03970091704367685,0.07424700809506378,0.05143173098713004,0.18178347503829423,0.033107656750126835,-0.03970091704367685,0.07424700809506378
