,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-600,37-600,AA-600,RT-600,NaCl-600,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.021774668249763554,0.017065689813158102,-0.006117211982619241,0.048536028714149415,0.045571488536899935,-1.738711573177269,-1.5937840668683236,600.0
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.028730272035309583,0.019754259049008772,0.02299544262004516,0.02800454781007187,0.05339842347470475,-0.9166494584367603,-1.2936958731362345,600.0
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02976353125698635,0.027370323499300294,-0.00644666892332525,0.08605755851038073,0.061551611062657295,-1.1714059020790064,-2.7391263372604975,600.0
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.014388197101767777,0.023736668127193137,0.019303977786007852,0.03194613197159449,0.03202462400835397,-2.044437496559438,-1.0108869786420334,600.0
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02071939034204641,0.013951444703303301,0.10075913852319407,0.032932790914933556,0.040361735710412884,-1.0897113699265373,-0.5367303830861446,600.0
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.015618424599448063,0.013577663171669186,0.009164373371305443,0.01426643317811942,0.04386774038840291,-1.742957570497418,-0.8168044964053699,600.0
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.020341245871092428,0.013567382731232284,0.0054439699237788675,0.027464670810713816,0.0671989068729231,-1.0809040822629428,-1.5166891061963776,600.0
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.037443129667035294,0.024429559879141326,0.0995158885056387,0.019205560423334295,0.06633919273583716,0.3799535479330084,-1.0463522344855662,600.0
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03231637182604983,0.015920897965084342,0.01652877184238558,0.06524993138031307,0.06502439759204508,-0.7817271779372376,-2.1153862131074024,600.0
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0317442756856534,0.02497476467187458,0.025220697473375464,0.00393454277442258,0.06599543850320021,-0.28468782428940786,-1.2222384702979054,600.0
10,p7-E12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.02879637740713925,0.023164265607405938,0.017686146130991606,0.03687721763535982,0.051631866113823616,-1.0226698013736513,-1.5032344131959057,600.0
11,p8-E3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.009179834986754822,0.019162350046253905,0.018938522369892602,-0.023247136642970095,0.024342049616623552,-2.150509729536935,0.1546762791338561,600.0
12,p7-F9,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.024391383850015907,0.02314867203187278,-0.01954110477855757,0.051882779585640505,0.044840574795474625,-1.7199065155675104,-1.8348577702880118,600.0
13,p8-C3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.027512492852734327,0.015576556959208404,0.011108412144875754,0.033759490418276944,0.0510289862165524,-1.1734981204315102,-1.3352398467076698,600.0
14,p8-E1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.027398007719481497,0.01870963713170894,0.023097399869997003,0.036407859516923914,0.04808634973298638,-1.1592214687032387,-1.3096331708226912,600.0
15,p8-G1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.02581897884379132,0.015811523348998303,0.002449738180796893,0.024861784371765214,0.057082974299439385,-1.0980475495699307,-1.3534509014609426,600.0
