,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-800,37-800,AA-800,RT-800,NaCl-800,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.020993500275434604,0.026465931896241895,-0.021930008168103747,0.05380134726948181,0.04603052036350987,-2.1304788434341684,-1.6200123316021346,800.0
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.021274394796693154,0.022359384690300053,0.03338835771853963,0.02865124064921287,0.039445804673998594,-1.7905431674791996,-0.7407249688236657,800.0
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.022372746413144406,0.03380739639177539,-0.01576666849061185,0.09372763263575787,0.06452298788620364,-1.7179146027176166,-2.6903146799723294,800.0
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02312933671491705,0.027139398361316562,0.013377539123170485,0.06189038658265799,0.041175750183532644,-1.9815255336844382,-1.4809863910037824,800.0
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02164979927911343,0.022758643913462828,0.09337216997078462,0.052717177581202895,0.05074694836748797,-1.182594846089681,-1.012251808890829,800.0
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.011074779089602147,0.02908530716000126,0.018731268380546284,0.03200122374551291,0.03526756327971728,-2.362499307674391,-0.8671484360027283,800.0
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03230513348978977,0.03294144283802383,0.01980114962183454,0.08354254682859374,0.08676817737562563,-0.4381651125322206,-2.802633428424777,800.0
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.030084839344431326,0.029732317612457176,0.10211263242695029,0.023189543097811422,0.05872838344060187,-0.38103970473780685,-0.8340116508274291,800.0
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.02731521908126135,0.028320527754423824,0.013228740651544536,0.08471875815717474,0.08258581521540803,-0.815334037145247,-2.669586155108719,800.0
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.035625707753875704,0.02864040212721691,0.01850897135686895,0.023143753779480938,0.07617786975306381,-0.29042056331109734,-1.6235199058546959,800.0
10,p7-E12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.028106291300170227,0.03047438897393873,0.013423264127880469,0.050195964213709254,0.048478779883895304,-1.5108401102896274,-1.5263232300683929,800.0
11,p8-E3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.018050012120988695,0.019844506168588794,0.05993359291977212,-0.0418211214544717,0.03382823187181739,-1.481127700960935,0.6402960288263894,800.0
12,p7-F9,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.028404496520149126,0.025533365221558288,-0.021613244050076613,0.0541536292496057,0.05212353803304817,-1.6967605064003342,-1.756678166727325,800.0
13,p8-C3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.015169357177899996,0.023006298650110092,0.01854625654835703,0.06693800850451503,0.03586509411362861,-2.4357826337088846,-1.3179736274377258,800.0
14,p8-E1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.020473883370151495,0.020437500479293137,0.02596173101682927,0.005057495658595226,0.04418028960896836,-1.6152476660597257,-0.47554712141612976,800.0
15,p8-G1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.038298030213382434,0.019351913097513655,0.01886388298834795,0.033389460101426,0.0723165174263432,-0.409393952605783,-1.545820598059384,800.0
16,p8-G3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.044665404069065856,0.03767439150399725,0.008774793507138591,0.105364413519801,0.07452821882976313,-0.5002492671140526,-3.095309954239519,800.0
17,p8-B2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.04796932808700811,0.034740764735501375,0.10578671075358938,0.03608697801756177,0.07724745245628387,0.762584951540515,-1.53652335376019,800.0
18,p8-D2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03722935709730918,0.024843784159336836,0.01935770210656685,0.02375402590794111,0.0711136755303155,-0.3905629293670301,-1.4683697752595042,800.0
19,p8-F4,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03827682793694457,0.02030762303629645,0.0006084549897869308,0.04797396091115338,0.06652881824639748,-0.7770311054278259,-1.7704334063830642,800.0
20,p4-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,0.04303715559348235,0.027103882156420796,0.13731130594029273,0.03175085883945426,0.052318312630994075,0.09835269220678833,-0.6594816530110903,800.0
21,p1-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.05695087278230442,0.03628398384325353,0.17819593456865146,-0.032301192799204,0.06046096262932998,1.5439290519420614,0.14885694369908245,800.0
22,p1-G7,1.0,D,YPD,YPD-D,YPD-D-1.0,0.04100411661946627,0.02512136095995386,0.12645257098375084,0.021916547762261894,0.05581125965335482,0.08984772981656856,-0.5912706944528736,800.0
23,p1-H6,1.0,D,YPD,YPD-D,YPD-D-1.0,0.04894735218996774,0.016037178053774623,0.14332952048597075,0.019628206327798086,0.05258187485653164,0.3711603716009926,-0.27324149711150986,800.0
