,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-800,37-800,AA-800,RT-800,NaCl-800,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.01824591957481404,0.030518418071662425,-0.021514185948944616,0.05640352135785509,0.045908024177922085,-2.3021063425738495,-1.6132989604301375,800.0
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.022035611273660157,0.023883781112301283,0.03407231320820635,0.02258811027942013,0.03918853897897815,-1.7395775003425065,-0.6336741734103553,800.0
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.020686766440576324,0.031952418994216414,-0.010378677378261465,0.08794720822056627,0.0632804012086098,-1.9215166022544667,-2.3434518389867867,800.0
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.025224034228198147,0.02288040349976016,0.010321101572400477,0.06992548671185714,0.047179906561468525,-1.9121886833949095,-1.5567872189380478,800.0
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.02185677164156661,0.020396317704038262,0.09733577823522123,0.04703558102260457,0.049057122200146325,-1.2216412297837715,-0.768681153887642,800.0
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.010992997210928229,0.02820209512389508,0.016747215054818798,0.029943443842687274,0.04262935507552372,-2.2024902367619053,-0.9127300911163222,800.0
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.025820100443065392,0.032403239082835086,0.01980114962183454,0.08354254682859373,0.08039903305099486,-1.0966566221655072,-2.4590210617728396,800.0
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.031366786343903025,0.029753144386557673,0.10554235414785818,0.02556955186971049,0.05995171676268887,-0.3983722895049968,-0.8345791422542139,800.0
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.024025745603643046,0.030632925387062082,0.007004454542008662,0.08098406361325443,0.08258581521540803,-1.196875204744289,-2.4818083001121365,800.0
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03220664977796274,0.02373333262402617,0.014381850056322157,0.02016006697835294,0.07149090946070169,-0.7693484259515216,-1.2994495130698591,800.0
10,p7-E12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.029900316887097742,0.03274715089059962,0.014418892050519253,0.04788001525945725,0.059472067940484825,-1.2520117162167814,-1.6455784018361557,800.0
11,p8-E3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.014852504733501004,0.014798650528378919,0.06495468389542068,-0.0418211214544717,0.032111533249315025,-1.5796045222530641,0.762097339800129,800.0
12,p7-F9,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.028404496520149126,0.026990195218108096,-0.01661725532651759,0.05910941647668305,0.05099945942867115,-1.8237014473222724,-1.696497071705746,800.0
13,p8-C3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.015169357177899996,0.021049407967110908,0.018288653075406818,0.007737472189362619,0.0417887209877338,-1.9616765334116975,-0.4596828525849145,800.0
14,p8-E1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.021166077662696983,0.02170775192136456,0.02596173101682927,0.0163902105624782,0.03855275312910205,-1.8171300821196905,-0.5296327955877631,800.0
15,p8-G1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.040999304272313415,0.023450622536058816,0.020755809482726068,0.04232662643035285,0.06872756691854029,-0.611794961799822,-1.5710762086762264,800.0
16,p8-G3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.043116217980253765,0.03761915992703791,0.00825455533056605,0.10898688079908246,0.077583053287547,-0.7643463666396917,-3.0104791513849336,800.0
17,p8-B2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.04134031647855236,0.02507539957277149,0.11092952222065472,0.0372217269605505,0.08797015424018956,0.5426012884310548,-1.4144881483701115,800.0
18,p8-D2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.03514795828562133,0.028012844419839155,0.01626653987965769,0.010421227362352677,0.07316494065037972,-0.5327172795193762,-1.2762598606872908,800.0
19,p8-F4,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.04694738828075056,0.031947072319270645,0.0006084549897869307,0.0501598345313753,0.06838425619250513,-0.5637409643942233,-1.9663508755552923,800.0
20,p4-G5,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.032892121264493764,-0.08170105731525833,0.1908171525114371,-0.06485351076724674,0.051095911140233034,0.08975816263060998,3.1358857799874627,800.0
21,p4-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,0.04632314510694716,0.02554079232663822,0.13731130594029273,0.010685616381130034,0.046642099782660366,0.1292425208063153,-0.2276405327492824,800.0
22,p7-A8,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,0.012715189058820166,0.03068185761602388,0.055488439301637146,-0.017195191448012924,0.07485207245866601,-0.8178913667896854,-0.6623500251976971,800.0
23,p1-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.0583926568446681,0.038018242538115435,0.17819593456865146,-0.036240298021573934,0.061361937766439625,1.5415077809646507,0.09243424044710377,800.0
