filename,epochID
tp5_AA-1_e4_S153_counts_unfiltered.csv,400
tp5_AA-1_e6_S154_counts_unfiltered.csv,600
tp5_AA-1_e8_S155_counts_unfiltered.csv,800
tp5_AA-1_e10_S156_counts_unfiltered.csv,1000
tp5_AA-2_e0_S157_counts_unfiltered.csv,0
tp5_AA-2_e2_S158_counts_unfiltered.csv,200
tp5_AA-2_e4_S159_counts_unfiltered.csv,400
tp5_AA-2_e6_S160_counts_unfiltered.csv,600
tp5_AA-2_e8_S161_counts_unfiltered.csv,800
tp5_AA-2_e10_S162_counts_unfiltered.csv,1000
tp5_NaCl-1_e0_S163_counts_unfiltered.csv,0
tp5_NaCl-1_e2_S164_counts_unfiltered.csv,200
tp5_NaCl-1_e4_S165_counts_unfiltered.csv,400
tp5_NaCl-1_e6_S166_counts_unfiltered.csv,600
tp5_NaCl-1_e8_S167_counts_unfiltered.csv,800
tp5_NaCl-1_e10_S168_counts_unfiltered.csv,1000
tp5_NaCl-2_e0_S169_counts_unfiltered.csv,0
tp5_NaCl-2_e2_S170_counts_unfiltered.csv,200
tp5_NaCl-2_e4_S171_counts_unfiltered.csv,400
tp5_NaCl-2_e6_S172_counts_unfiltered.csv,600
tp5_NaCl-2_e8_S173_counts_unfiltered.csv,800
tp5_NaCl-2_e10_S174_counts_unfiltered.csv,1000
tp5_RT-1_e0_S175_counts_unfiltered.csv,0
tp5_RT-1_e2_S176_counts_unfiltered.csv,200
tp5_RT-1_e4_S177_counts_unfiltered.csv,400
tp5_RT-1_e6_S178_counts_unfiltered.csv,600
tp5_RT-1_e8_S179_counts_unfiltered.csv,800
tp5_RT-1_e10_S180_counts_unfiltered.csv,1000
tp5_RT-2_e0_S181_counts_unfiltered.csv,0
tp5_RT-2_e2_S182_counts_unfiltered.csv,200
tp5_RT-2_e4_S183_counts_unfiltered.csv,400
tp5_RT-2_e6_S184_counts_unfiltered.csv,600
tp5_RT-2_e8_S185_counts_unfiltered.csv,800
tp5_RT-2_e10_S186_counts_unfiltered.csv,1000
