,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-0,37-0,AA-0,RT-0,NaCl-0,30-200,37-200,AA-200,RT-200,NaCl-200,30-400,37-400,AA-400,RT-400,NaCl-400,30-600,37-600,AA-600,RT-600,NaCl-600,30-800,37-800,AA-800,RT-800,NaCl-800,30-1000,37-1000,AA-1000,RT-1000,NaCl-1000,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.00607308911494934,9.383588365804821e-07,-0.009875396539771632,0.015085585060894037,0.005887511419485428,0.005243837030672755,0.002253869301061645,0.003096928718518005,0.009789243110457323,0.0220635235677427,0.014444568496325215,0.013787600858303559,0.0070906534055239735,0.0350099313396403,0.03998129353759787,0.021079096728707305,0.01565922785602251,-0.013086393344275284,0.0436158205945331,0.0438844067213526,0.021572010261473755,0.02426046063560236,-0.02223345565792028,0.05380134726948181,0.04331928762863036,0.022927778325324718,0.027821463033928184,-0.02260412040181061,0.043197328803833576,0.052067784636081665,-5.137191050625713,-0.9411138551108549,all
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.004688261760491569,0.0006821856803645736,0.005551843627835531,0.004905463448915184,0.00502719498238126,0.009008546057928977,0.005824016913850565,-0.00392450874571105,0.015003195536902103,0.02359636025962036,0.01647159678437584,0.01308283326814127,0.0128950247579614,0.008311520303338033,0.04233662723822587,0.03345331811067598,0.020541070791585143,0.021592662292756123,0.02800454781007187,0.05386396203167044,0.02127439479669315,0.02122153221424268,0.03212547677239762,0.025960417607933682,0.0391077054461411,0.02562561074600147,0.02919224662983456,0.046297651274309064,0.04124897183939349,0.0595693834115465,-3.4156337864924953,-0.6681341756251183,all
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0061699191800934534,-3.838410600318783e-05,-0.0020160445617793204,0.0212532038735317,0.016408813265867808,0.020140698612103297,0.005471792060533197,0.00864720694240791,0.01848522269957426,0.05465987366283368,0.03472233679458764,0.018745913130711063,0.007254629777684234,0.060344663739999416,0.06547823705444833,0.02833068760112501,0.02737032349930029,-0.000911852096787158,0.08605755851038074,0.05856264018908468,0.02155271789694706,0.035662373789334366,-0.017098916617434942,0.0962142257635981,0.0651627288409398,0.026795978451765515,0.0331716943734909,-0.004927392629411323,0.10200062833182952,0.07101859301663375,-4.723333155961713,-3.671098979794208,all
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.008521513795495766,0.006092759002157212,-0.018418358432231,-0.0013540340992699651,0.0072191985015756235,0.006798190352962561,0.0034690977191713115,0.0018342855119159677,0.01360881542432373,0.006681083810746181,0.014154302496256063,0.0201091183031324,0.006214648137650831,0.02833819484211935,0.02522275105479396,0.012804677881776324,0.022773288057687916,0.02201139333846936,0.03282462534607783,0.031911044283798824,0.02312933671491705,0.024899479488480647,0.013634631026227806,0.07429680467911429,0.04558557669285991,0.027473906934173654,0.036899416178573986,0.0192396670254215,0.08385063873729856,0.047957655897868885,-4.806843759708386,-0.42150206011935587,all
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.00474601523888076,-0.002753349852636148,-0.0049397181487769535,0.007394874366211012,0.005393829876635374,0.0028856426183065595,0.004674950384995094,0.015037210596450315,0.002989495390675957,0.022486229623782085,0.00966756392603008,0.009403640589769115,0.07386475841823498,0.016462730104850762,0.02273688602112849,0.01914446082381555,0.011613747229126531,0.08490317967403069,0.036290957653432605,0.046187908125885885,0.02164979927911343,0.023640130364890728,0.13382239609831229,0.0503600220206084,0.05686827487253411,0.029589421267705057,0.0269696869639414,0.03233710647949098,0.04824363217642159,0.055811892121786506,-3.1518990357577255,-0.3323401945964642,all
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0018855483219564649,-3.6846522872140116e-05,-0.0038849350373100265,-0.006461255914521104,0.00315185477615942,0.0036802165983360947,0.004579113104366954,-0.005133050409128568,0.02307434434636106,0.021263013685714902,0.01205988306955472,0.007603970460652029,-0.0012592320905487802,0.02318403035723541,0.0242859076028488,0.015862181131790137,0.013305218685837629,0.007611568340354903,0.019768139210551143,0.03798775488468718,0.012383176300483157,0.02648431430442763,0.018731268380546284,0.03608538021287619,0.042652046377105284,0.019320815837417484,0.03214524791181805,0.031925009900552866,0.060218956644322426,0.02608436028651421,-4.703956237180775,0.34395240451476355,all
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.01020705211636162,0.001129116039429884,-0.015459544203101331,0.020822315629535102,0.022825203365649045,-0.0047205225818532925,0.009079968385328594,-0.010547950881833823,0.004731964948327885,0.01976971250281293,0.00617582718892291,0.006080283566249078,0.004243071657652503,0.024329236029403026,0.04523490310099739,0.020341245871092428,0.011819850316471257,0.002595098628713991,0.028416173046039488,0.06915624358968023,0.025820100443065392,0.036012769335794566,0.021109311446674932,0.08354254682859373,0.08451711477613268,0.053725982555145664,0.04728772855835832,0.030945590391487532,0.10040306370265124,0.10743106975457316,-4.488746300454477,-3.39425195844986,all
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.011948299079971691,0.006344345615538356,-0.001703639750229447,0.022170519703585613,0.0126500382713557,0.013694420767702073,0.005806258914669678,-0.003521854822471055,0.005822102915200906,0.0394114218512396,0.0468453679089697,0.009851551934315028,0.03064315115877707,0.03032018182075912,0.06415575126409102,0.037443129667035294,0.0232656557031203,0.09915437758846964,0.01920556042333429,0.0682731919002037,0.030961050003063068,0.030080120863945663,0.1016158993473464,0.02626711689266633,0.05604925392662912,0.028516482776753917,0.032650336650688234,0.10005613356713157,0.020191586064825396,0.062980762251655,-1.897352269803207,-2.299921780015624,all
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0057025774040286355,0.0046840218280348326,-0.0018282424256936504,0.025826412853734087,0.0015027620426522172,0.006294755128358929,0.005058535540866004,0.0040062506760305105,0.009814375522355057,0.04674769636226776,0.019432036865582068,0.007161733925092091,0.006365899667516915,0.04538111119412315,0.05874032024084237,0.02719100284539612,0.01611695926572536,0.016528771842385576,0.07352268821051143,0.0585624703739603,0.03460332064354818,0.02742356062071345,0.013451685156342364,0.09187449507918397,0.07899648195916688,0.06189951626362486,0.04316602471907106,0.04125002037872984,0.08583777649505835,0.11547189319926615,-3.7092338038470927,-3.869279677866274,all
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.01259227623399606,-0.0006702124867281173,-0.007309391300373808,0.00826014381361128,0.005207351754050445,-0.0008515311837093702,0.007629656298377695,0.00468198888388452,0.009328516818935631,0.012898968213304031,0.017244783393780508,0.008141470583684841,0.005624737780049389,0.021812960123925768,0.023502237847964347,0.030592208686300113,0.02497476467187458,0.02522069747337546,0.019131563335981625,0.06620014936320362,0.0341852512427555,0.02630535862940001,0.02143681456199371,0.0200035397621132,0.0772353579472884,0.05160407962055714,0.03314578481672216,0.017802833020412114,0.018681479142398073,0.07716785845868364,-2.938098207385256,-1.9530301924658042,all
