YPD37,YPD37H,YPDAA,YPD
0.23838383838383836,0.4601010101010101,0.25157126823793474,0.2847222222222223
0.31876767676767637,0.52699494949495,0.2989805462027677,0.2865004208754214
0.28433333333333355,0.45578282828282846,0.18713991769547267,0.2658775252525243
0.22514141414141609,0.6224494949494956,0.2343808454919567,0.2961805555555568
0.1775757575757564,0.34669191919191933,0.24766180321735787,0.2489267676767679
0.24523232323232458,0.3080808080808075,0.24101197156752807,0.30312499999999964
