YPD37,YPD37H,YPDAA,YPD
1.3,1.2,1.537037037037037,1.375
3.62,2.15,3.1296296296296298,2.8125
3.58,1.4,3.6666666666666665,3.375
4.34,3.45,3.7037037037037037,3.4375
3.82,3.0,3.462962962962963,2.8333333333333335
3.82,3.0,3.6296296296296298,2.9375
