YPD37,YPD37H,YPDAA,YPD
1.1904761904761905,2.05,1.4375,1.5116279069767442
3.380952380952381,1.95,3.1875,2.6744186046511627
3.357142857142857,1.45,3.625,3.3255813953488373
4.380952380952381,3.55,3.5833333333333335,3.372093023255814
3.9285714285714284,3.0,3.3333333333333335,2.9302325581395348
3.8333333333333335,2.95,3.4791666666666665,2.9767441860465116
