,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-0,37-0,AA-0,RT-0,NaCl-0,30-200,37-200,AA-200,RT-200,NaCl-200,30-400,37-400,AA-400,RT-400,NaCl-400,30-600,37-600,AA-600,RT-600,NaCl-600,30-800,37-800,AA-800,RT-800,NaCl-800,30-1000,37-1000,AA-1000,RT-1000,NaCl-1000,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0007914249654817446,0.002417057576410954,-0.009875396539771632,0.018899697076373418,0.002107840051003529,0.003945374328796022,0.0014475900291122015,0.0019370422025949035,0.019760534213531442,0.020740806917497717,0.01719372968446972,0.01266692151860443,0.0008917453460935578,0.03337155995317862,0.04434843040425395,0.022278458448848768,0.018285281060730168,-0.01585416063487169,0.04853602871414942,0.045992358620554674,0.02483426307971884,0.02646593189624189,-0.022788512123586964,0.05640352135785509,0.04742121394086299,0.018823022111621467,0.02501373198602632,-0.02113074253501154,0.052191550901361794,0.05205664221806632,-5.084263301993654,-1.360348355536691,all
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.0012004051563386765,-0.0001568111963492949,0.005551843627835531,0.00583763302531745,0.0045813585439386795,0.00864972225543607,0.004781142449008462,0.0024752472996752315,0.01682218183313665,0.02902658588426286,0.02087874257227872,0.009757677862652324,0.01936128292627257,0.023360402471012752,0.042326315963913216,0.026557567831729453,0.0189674473064324,0.02217744836815598,0.03411418318811588,0.048354307496734465,0.013523796203698358,0.022359384690300056,0.0354412876874755,0.02696508698495609,0.03692979078998124,0.032673756164770494,0.018584629898708842,0.04409817589147207,0.04068951776829837,0.049807660316207585,-3.7252664295301874,-0.7262931297878904,all
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0033039451241013537,-3.838410600318781e-05,-0.0009512791164710527,0.009441292673625774,0.014204657295079285,0.015591657667730904,0.0060488777398429545,0.002717770179100289,0.018143602996292228,0.049985591577200436,0.034964764945345186,0.01932197581008485,0.004892968549250761,0.057737995652863826,0.06224248516670386,0.03042656280282453,0.025809533040263517,-0.009918315128611264,0.08283429111120855,0.05729115858862549,0.023918313862179942,0.031952418994216414,-0.021154659602962242,0.08546061509272604,0.06344136714070635,0.029307927464985138,0.030304780451493887,-0.005221085096142616,0.09990050806509236,0.07466278958537091,-3.9799014454904986,-3.460454682129043,all
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0011408161728020307,0.0029799329564772913,-0.02362165307652947,0.008212146016531858,-0.0031274786647459514,0.0047190781392520325,0.010633895121298286,0.0006424866921556043,0.01364204715885775,0.003257246755613303,0.01783675022284462,0.014758131428412369,0.011149817537854656,0.030082475988507693,0.024667028493372743,0.014091495531198232,0.023736668127193137,0.016825567493298433,0.028459619808649493,0.028970403310980476,0.023575003122147574,0.02495652670009906,0.013377539123170485,0.057519068615400834,0.0433788390302869,0.027775403365070426,0.03331247146267457,0.01892610437832405,0.068931426641407,0.043331591136455225,-4.753749384620808,-0.6377837372117402,all
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.004200502137090828,0.0040945972121853285,-0.01434006039074805,0.007368799819666124,0.0034485667620476872,0.003527788332996783,0.0019245459443355095,0.013120335759873586,-0.0033010202433983267,0.028698618537284,0.010189194952045106,0.009014774728336457,0.06926094977723349,0.009869210548060869,0.0216371593497882,0.021382694099828382,0.01346712470569569,0.08571294910320784,0.031408720872358145,0.039370865332127296,0.020685919685893187,0.022460688672861457,0.07744149706131892,0.05538514761350452,0.05248444074167465,0.031653746828062344,0.028289591399242163,0.026702480634857074,0.05147932777995283,0.055130907224214334,-3.5594741728342933,-0.2749374813512632,all
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.0034501944302158987,-0.0012844489278364124,-0.004825727214307772,0.017129453847014645,0.004177854392214045,0.004668216427942632,0.0015347955272629224,-0.002367419499509808,0.01667734251744881,0.019571939257565764,0.010633164878266115,0.007397458952830684,0.003182825726880518,0.016804094942588305,0.02387934075207185,0.016583568415354917,0.01681164560238426,0.0074882387497171785,0.008764727145687694,0.029979951616536445,0.013110006539587164,0.029085307160001263,0.024307224416222926,0.027917067278149646,0.04708983788475394,0.023900156054085457,0.031216599497092764,0.028991705813613607,0.05141153388227186,0.024814985872490283,-4.997138673331585,-0.037061552781304505,all
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.012253460608937635,0.0010886441457259868,0.0062395758122485035,0.006938765406859953,0.016204855213215276,-0.0035287207636904134,0.0011440435219565392,0.01670617139181266,0.013025005893747308,0.011467096491457256,0.016763622752912218,0.0038661600220319843,0.002435519061377173,0.03178094127597193,0.045067284271138,0.027822281164401292,0.013567382731232284,0.004002667991340884,0.0340913396248602,0.06579460384420414,0.030478023188783038,0.031674881466732835,0.02132127035136797,0.09337790903357636,0.08937738055410747,0.046169413792621135,0.04820578152787488,0.030741736633433332,0.10444014127891424,0.0976004605304104,-3.327572869577122,-2.7234865281106027,all
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.008871889111549316,0.005547127152089643,0.0011257702567242726,0.01893692782274929,0.01657972575552487,0.010799730908599602,0.0054288689715640106,-0.0038946505649204936,-0.012325950199954718,0.0394114218512396,0.042889542905970635,0.010511532719678196,0.026546715028388738,0.026241211070053592,0.07124795698005115,0.04239924656005433,0.023265655703120298,0.0995158885056387,0.011407092164410595,0.06633919273583716,0.028802892344959623,0.02639966923502341,0.10260936550655417,0.02270361524447593,0.053428763572932636,0.027356402427375883,0.03594305881542593,0.10499793023683167,0.020191586064825396,0.06352405887558482,-1.509348551020384,-2.058328471327218,all
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.005527150596133922,-0.00046814845496119815,-0.006550095078390954,0.00902753052027983,0.010786089962860995,0.012030716775380305,-0.000696872171717289,-0.00030464939513191725,0.009814375522355052,0.04619841436924143,0.012442869130516395,0.011752039779445618,0.007811494070938828,0.041344037889689135,0.06174502669311359,0.038792601435564865,0.018617298725142662,0.015893502577471425,0.06524993138031307,0.057517241080117174,0.02331659099659283,0.0292174948881342,0.016452355958711386,0.08471875815717474,0.07899648195916689,0.05956327263432061,0.034378159646532944,0.046385896188441945,0.08832694725901276,0.12303426788227552,-2.788499540790132,-3.434153969699429,all
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0012566122385346276,0.0053696638394069825,-0.005826249579965826,0.01918208606449641,0.012655351030255307,-0.006714639106468102,0.007848114336295195,-0.01078326467312745,0.034187460683874626,0.016121964239064385,0.014856158425543678,0.009353008708120805,0.006881417538055103,0.031104831318611727,0.03119061210019612,0.031744275685653404,0.023355230120569368,0.02506753468767063,0.02711094624063988,0.06481315976022314,0.041515406873488606,0.02819146417610233,0.02216422040295518,0.009573160082988794,0.07339752621288784,0.052583641839791084,0.038167157935725886,0.017049444926284196,0.03279525169267922,0.07347200746002411,-3.0459632551241094,-2.1580308156142256,all
10,p7-E12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0051850462364124725,0.003224662286643553,0.0023597134626941745,0.016637761665355372,0.0029870813120400127,0.009248779582445013,0.006259359266937037,0.0054223818506904066,0.014731914640490276,0.0359006112235388,0.02291362939855309,0.013398613230900748,0.0005688834218697946,0.021616208480580247,0.045262462605047495,0.030726326902394525,0.024443228851199882,0.016200946124071674,0.032251445123637354,0.053801626317444784,0.029470502730915525,0.026956942915242345,0.014100810007884209,0.05251191316796125,0.04538210912384728,0.030664659112557006,0.031923426266678226,0.021420753538939324,0.04284562931033132,0.05333652088891221,-3.700709506480925,-1.6311880231035991,all
11,p8-E3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.001502645028869814,0.0028743682966574807,0.001343285504780301,0.011074363285182392,0.017487743817399273,0.004553813930933813,0.0015753171190390602,0.01025249837103987,0.007535068109572928,0.01839027525243155,0.017803904829480133,0.011865205222691074,0.04456660606399257,0.008566000517697034,0.029133182541145174,0.009147171066228244,0.0191623500462539,0.0189385223698926,-0.02230818905680336,0.026013520197619003,0.018116382238929817,0.01842779541670517,0.05666989945921112,-0.04606439337092578,0.03255771748027109,0.016601031457560044,0.02662560930344821,0.018200928526536653,-0.05096776363394232,0.0374307332837577,-3.7747911787191533,1.0949607154036554,all
12,p7-F9,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.005793836729157654,0.006634972827335038,0.002823060730591121,-0.02194169730529484,0.015036203839654146,0.00452773963237863,-0.00037710223991029333,0.003632567568324735,0.016660364901101836,0.036874031450392974,0.02548634157066506,0.02376931933974509,-0.01071383460135815,0.03392384916469172,0.03807404561597439,0.027583822033754472,0.023777690628176692,-0.025455157570360817,0.05188277958564051,0.04484057479547462,0.0279785573148304,0.02613501813337664,-0.017841995707746562,0.05171212259337805,0.04944468736803288,0.029004403743874176,0.03783297164752547,-0.004535280954726859,0.1028606104155498,0.0579490071771247,-4.240561741078447,-2.3121412027689185,all
13,p8-C3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0006384507152743858,0.0010003577609476234,-0.0015895252734911885,-0.0005813858075061442,0.003596207838648163,0.0090269140441458,0.005427356127631944,0.002447896199575804,0.0025193649037454644,0.02362959794687926,0.013444911160468587,0.0057128333852482635,0.008203576256863753,-0.00035653906952917014,0.0420665479438188,0.026174389168271063,0.018554203322158475,0.009051813287795266,0.0249100068126672,0.05227045517346165,0.015105482929359575,0.030801071476467462,0.018288653075406818,0.030932732613169686,0.02994146723952341,0.014401217632159737,0.027384047864570445,0.017178003311550002,0.06765682833900416,0.035567008446560265,-4.502269187204374,-0.4920911884277988,all
14,p8-E1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.00146345717604851,0.0036410318593350587,0.002307271671259725,0.036838863072749306,0.0042050171194196176,0.013928181439460995,0.0031125346347309515,0.0003405873941754404,-0.01982116480997399,0.015962782153501366,0.0184940901889432,0.01044072726954476,0.0182516806896784,0.015545088626509685,0.03477273033786205,0.017907390620406218,0.018157790983674985,0.020126534280526926,0.05117034263897149,0.061159304622018434,0.023571310007580525,0.013046747465960686,0.026410327931424504,0.0163902105624782,0.037831140215935456,0.024923521066502183,0.025246255407985432,0.02853964715380852,0.0014195096093870846,0.044329222740009236,-4.151091677653581,-0.5170731588692131,all
15,p8-G1,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0026174963455167684,0.0012407397879479645,0.004519092511090555,-0.008904367684752166,0.0035183977159126143,0.019815498332265563,0.011583373172184679,0.003874969346823831,0.008336022354050744,0.04101079063355062,0.024614538082397573,0.00935759332278756,-0.0009501232386688764,0.016619052011852282,0.056541388006545824,0.02716260517814996,0.01885027773454225,0.002866974851598639,0.02325597253766489,0.05714840523598187,0.03939249931306995,0.02230795537160862,0.014680522258162094,0.029257529088327024,0.07629170598907742,0.044524144180554726,0.029744961788033455,0.030313647176800344,0.05060619953715509,0.06361252970650809,-2.344752363781248,-2.1869230786065836,all
16,p8-G3,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0038833157392907385,0.0008874731304824303,-0.0015150246781037153,0.02497607258638009,0.009413994291655854,0.016919326774689394,0.01675156493175167,0.01235862078376544,0.1016398512096292,0.028245485279861555,0.03773708335245501,0.023049439853703318,0.02188201189914311,0.11132821193313144,0.07089093062274683,0.05071518625022632,0.026679868073867984,0.02591628272187347,0.11532910891713136,0.06396902584079553,0.0431131647036023,0.04137312184654233,0.005179684064989891,0.10936155838110057,0.077583053287547,0.04224670125211187,0.041972117481158144,-0.007259169149693851,0.09112362593118972,0.07490913456130527,-2.9066572875707712,-4.97152468361383,all
17,p8-B2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.012697095055027727,0.00545360906615666,0.00279559977809073,-0.0012023086000041278,-0.001452771146162506,0.018388291441269987,0.01610902883072131,0.003140226336156659,0.009860735604145464,0.01162834716740736,0.028612487767828387,0.02001417231270456,0.10515649710554817,0.034015450192443834,0.05630837123832741,0.038087140234691834,0.0311987954380909,0.10488392604833548,0.030649273090684194,0.04797835230815462,0.042308145307802296,0.037433221246154634,0.11870646302384075,0.0372217269605505,0.06806411439569332,0.07640437082647743,0.08444556642131187,0.12285948528198662,0.049877396805003436,0.08560119648584169,-0.09533632594476621,-2.5008843696852683,all
18,p8-D2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.008470538244866675,-0.0009010398849487787,-0.0018746901537146704,0.0005416299246248987,-0.009891570171160451,0.024408547463159284,0.009652915592343448,0.006350675134724553,0.018375304831720157,0.027966890430292667,0.03402343864721023,0.008749786624433131,0.012230564901741896,0.02786294006435015,0.053950903551141835,0.039280900757125176,0.02314785529266234,0.010738896741494764,0.02635276911493319,0.06981450373510079,0.04259555189321962,0.028915165689068024,0.01572285593635065,0.020685700697708496,0.07016738884561191,0.03119047692914248,0.032955448620214926,0.025802802037285112,0.014513063952023071,0.09196999132234554,-1.6697876914709944,-2.1903278448012395,all
19,p8-F4,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.00038130973671616136,-0.007966538600458484,-0.008081130779753525,0.0049853600995680425,-0.012169276664254693,0.02555451738426877,0.017182468162929832,0.0009367967410414569,0.0002289812083242641,0.011034463491846093,0.042041732622670414,0.016896562172352667,0.01422640914994202,0.030522410436633306,0.06359408501501651,0.02739656610393501,0.019526390197433418,-8.693724071457331e-05,0.05123344862532828,0.053955072912829416,0.041315814736071994,0.018734571565652624,-0.0038111582170056,0.045788087290931465,0.06652881824639748,0.022259396788761755,0.029181311673073883,0.012309090224665885,0.05967010013572379,0.07647182524395457,-2.73349363269052,-2.178906035280539,all
20,p4-G5,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,0.016013866618103906,0.02096449790238445,-0.011099206791650551,-0.010875660907946026,0.0621509110365029,0.04322114939384438,0.0014935774973454054,0.18392137941894227,0.027785972177761648,0.02943847373896277,0.039350210162280366,-0.05579855180382985,0.2015523329071648,-0.025063246229342532,0.03564172202694781,0.03346183842951689,-0.055196731709714134,0.1911421449867946,-0.043814171618706314,0.043772027420032285,0.03058283807028665,-0.08496002753306924,0.18779255394574867,-0.08901664532503842,0.04743878197530009,0.029387429643658758,-0.07018078785886082,0.19719441701044066,-0.024814050789395744,0.05390844765909583,2.558456047547755,4.201083075484088,all
21,p4-C8,1.0,D,YPD,YPD-D,YPD-D-1.0,0.009455779357502051,0.018024043954072654,0.011969587917082206,0.0021801226819757463,0.04086726989843227,0.03151711600919041,0.022312777795431213,0.10154696744602378,0.02727301469249778,0.04759615663166947,0.039865631175949164,0.027882285828501246,0.1049940614779324,0.041088837481915455,0.05064791547354978,0.04242660625710582,0.02669518290727669,0.12919121179585052,0.032763120862475056,0.050783435183605084,0.0436459099455525,0.027103882156420792,0.13452844456222954,0.04390613701046158,0.040223094729376296,0.04935307742229717,0.032706984171995766,0.1403963092191376,0.03853245766844387,0.0581383863082893,0.4125984743582899,-2.5157352667040764,all
22,p7-A8,1.0,D,YPD(37C),YPD(37C)-D,YPD(37C)-D-1.0,0.023769829066363785,0.021468000266351484,-0.0052550673118952175,-0.017583357715918117,0.06913452530908397,0.02122393636371838,0.019272236774279243,0.07398225555394272,-0.02675559475051766,0.07516842962427943,0.022916946012929325,0.024052541139686884,-0.007767848320091794,-0.02430537207363729,0.07128556158351898,0.02289050328956805,0.028514155754536943,0.02354781563947586,-0.0283744444923462,0.07020191567551717,0.015312737533908641,0.030204258631719893,0.053699686171186416,-0.01776484874334022,0.08089005678325002,0.0278794324938088,0.030095411010077906,0.06294826525769323,-0.01819364896002644,0.07945254356713832,-1.0898067579553539,-3.376201768095482,all
23,p1-G8,1.0,D,YPD+AA,YPD+AA-D,YPD+AA-D-1.0,-0.000931763573057209,0.0016325732478362609,-0.010300342388984637,-0.003317959704655904,-0.00218482778057122,0.033392734175473594,0.010988022973280706,0.1449439397453638,-0.003455452922834097,0.009600611746778872,0.0501708972658559,0.025710350453266598,0.16118457611953665,-0.010420749395984068,0.051355932608078116,0.0543322058098276,0.028623427811706344,0.15628925906281316,-0.031832521059991944,0.05682721804749505,0.058851280346161765,0.034983163151560207,0.17819593456865146,-0.028407961746553568,0.057747826733457915,0.06849532702890067,0.03696853022043305,0.19314031500563306,-0.01832550467769969,0.08595837902182668,3.506176166403724,-0.5551526449344647,all
24,p1-G7,1.0,D,YPD,YPD-D,YPD-D-1.0,-0.005813912923694358,-0.002721671143751536,0.004804381669354926,0.0018851377826641707,0.0017341316249989132,0.027126020526596763,0.006206595989518789,0.11088462260670927,0.02889518718894805,0.010347358523247138,0.03335587051421367,0.017355957556573237,0.11153524721238696,0.03292374739438572,0.02878813504962088,0.03867659702131727,0.02150324349296292,0.1250432658268677,0.02582972749192851,0.04586115489965024,0.036974195939302866,0.02287724946930607,0.12994955789513465,0.011604139665588063,0.05996994170659476,0.0508166293682813,0.02887500926740763,0.12964896580577467,0.0213941383124167,0.06217400256262059,0.18649732750514414,-0.1954038395921722,all
25,p1-F5,1.0,D,YPD,YPD-D,YPD-D-1.0,0.005153667399733628,-0.0009674328955262096,0.11043477041530617,-0.000894897333337263,-0.00434590241245743,0.03467893049676269,-0.005600302280820252,0.1280866753496215,0.016385237954317768,0.007505591011582485,0.040696662611384965,0.007993507809136217,0.11626717187925582,0.025697627561440062,0.02801566104335931,0.04531606723024725,0.013590971964208585,0.1238835474735488,0.005362447209297133,0.041846218314675186,0.04216233866196608,0.006839623349014123,0.12149715925638715,0.0011260751205411194,0.05139834732161975,0.05298329392822308,0.018767367139571202,0.15580798036406648,-0.007217014056760812,0.04361585091489903,1.1418323817928788,0.7471705895536008,all
