,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-0,37-0,AA-0,RT-0,NaCl-0,30-200,37-200,AA-200,RT-200,NaCl-200,30-400,37-400,AA-400,RT-400,NaCl-400,30-600,37-600,AA-600,RT-600,NaCl-600,30-800,37-800,AA-800,RT-800,NaCl-800,30-1000,37-1000,AA-1000,RT-1000,NaCl-1000,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.006029621644591269,0.0019223984100749227,-0.009010444882780218,0.012720480566499768,0.0035657949648454047,0.0064097560483446355,0.004321979899679082,0.0041062435425290615,0.019596965070701355,0.015184133640504091,0.011444309589704174,0.013110857665268216,-0.0016235325986404918,0.03711030808711056,0.033267725000121096,0.022331452943145928,0.017839553592957327,-0.008145117078424859,0.048801774184394894,0.04557148853689995,0.017667409588774885,0.02579859455771992,-0.022900886852929563,0.045930931212650634,0.04886424928397717,0.02319983693390984,0.02712593638234349,-0.018052703581280128,0.04233794079296036,0.055066106682994685,-5.1172324823699515,-0.9117188571445923,all
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0006835294069298733,0.0014701004188249185,0.003385763350856265,0.007472372150199038,0.003458767341694161,0.006818617452259249,0.005097800529952003,0.003945231900775881,0.014797179319181706,0.02341339721453671,0.017384768040009182,0.00993311507456217,0.0072448587418791986,0.01720789547159185,0.03419650835395354,0.028326373449925456,0.01761388577675269,0.02217744836815598,0.032134023827199536,0.05890807800964073,0.018182951372791342,0.021578183562344026,0.03623133671026936,0.023121526703835486,0.03718705648500168,0.025239457757033748,0.019245121659760948,0.043580865044273116,0.030386095582163507,0.047027937343681575,-3.8369292139206665,-0.45899561794619265,all
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.002845223253129067,-0.0013670396266048546,-0.0009512791164710529,0.034029039088633126,0.01397989541421238,0.020333549628460446,0.006625963419152712,0.002490458687597065,0.01423064236988889,0.052215268735674336,0.03472233679458764,0.023547641872788044,0.007617148777130294,0.0603446637399994,0.06745868105071709,0.031132096341505013,0.02259514590522724,-0.004383498302073171,0.09168405370151593,0.06012916797761071,0.025019167425442367,0.034831143362118955,-0.01576666849061185,0.10107658201840623,0.06640531551853365,0.024671642668225826,0.03251224183430948,-0.0075480517601549625,0.09816233839177868,0.07252090497578965,-4.441751548245439,-3.7308715912771224,all
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0011408161728020307,-0.0008570102654354954,-0.01400184761880255,0.005444814204168283,0.0013149877114200705,0.01265435782442371,0.009419959974077395,-0.004789708624486454,0.01066675061250634,0.007719425132182928,0.01421033911122701,0.016671546595136866,0.004020356047170313,0.030082475988507693,0.03339540961076959,0.014684898672337325,0.02568290699362944,0.02263404668053052,0.032448692457581765,0.03202462400835397,0.023575003122147574,0.02918699795584625,0.014234892671520031,0.07238334298493562,0.0515897330707958,0.032330023745715135,0.0359782842522701,0.023573836452018958,0.09619440654348396,0.05368732880240951,-4.6318245112051795,-1.1152322038549478,all
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.003065273632529704,-0.005184962226925193,-0.009617954902642431,0.012110446310053652,0.0043024519204088695,0.007136459739959517,0.0073552873760118435,0.010566862056838421,0.0036841723138025272,0.028521096736916163,0.008315223212073359,0.007413127196708784,0.05303499505370364,0.009157280481297806,0.023836612692468773,0.020691379970295132,0.01580482217987246,0.09956237060395406,0.03997215994376842,0.045435363658635965,0.02144282691666025,0.022758643913462828,0.09733577823522123,0.056581146404945735,0.04857886440548076,0.03108455126218285,0.02730794612822141,0.02768747500440164,0.05018315911769733,0.055130907224214334,-3.620786815216074,-0.24379414383692197,all
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.0013634321532325412,-0.00016437628694434864,-0.009551122674650943,0.003240235269114065,0.0021259473720871614,0.005700978978128397,0.004643284773042289,-0.005354513568767674,0.022226478674760672,0.022232738861212457,0.009603982993878794,0.01131343408517716,0.005881818833227293,0.022937596186377827,0.017292410343767453,0.016583568415354917,0.0153764425083994,0.007643198721618061,0.02418672130359995,0.04555197607691791,0.011233739512469363,0.02859318423429142,0.016747215054818798,0.03405900364833856,0.03078438916890549,0.017211405607182206,0.03261743294258007,0.03305786470162108,0.053257441761860175,0.02252682369402878,-5.160311602666118,0.09031321883904461,all
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.0017766523198553786,0.006709680082997299,-0.005684149720430409,0.019571090171457698,0.007856651454341923,-0.008215634831151794,0.0006902292330665416,-0.013417112900430994,-0.007670653129551054,0.017212897433583802,0.004546088720549029,0.00751611142496485,-0.0035444365630580353,0.026623020515944413,0.04458192841036949,0.019482706912837544,0.01356738273123228,0.004976249726377054,0.020838001996567438,0.06624177773139411,0.035521457466751866,0.0348673702579539,0.019589190717141502,0.07741603039758485,0.09162844315360044,0.04406159545889584,0.03683937114824695,0.030033506018841763,0.09725246165355828,0.09791794532280793,-4.150029116078698,-2.7447050698535524,all
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.004332928570541139,0.005547127152089643,-0.001703639750229447,0.022170519703585613,0.003188563365132789,0.004621851963352018,0.0016091518331662836,0.0017121840260946426,0.0013202451531471116,0.03468273877599392,0.01822354780983993,0.010511532719678196,0.03064315115877707,0.029562527465527063,0.06467650323586617,0.037050612793309734,0.02442955987914133,0.09944985240208107,0.0239401625687486,0.0682731919002037,0.029305892998699856,0.02742225221538837,0.10779727932452993,0.012062740794683129,0.06105986553552965,0.028382856183416263,0.03579935003879009,0.10067146140657113,0.015730278150230013,0.06156246336575725,-2.2792542508287825,-1.4092509475025476,all
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0034694238605117497,0.0010997993877226993,-0.013343582051944594,0.009045892105920909,0.015295280897609637,-0.005798424951857862,0.011700540935694342,0.0049947305091172295,0.021336430703265456,0.04280618509555656,0.027195514012331938,0.008843972834528258,0.006190790313184794,0.042912188355299564,0.05865531684364439,0.03631766005202822,0.013168891636946609,0.018494444429142227,0.0626132461104554,0.07060191635894304,0.027315219081261357,0.03748263423100226,0.013137133866902902,0.08332643837063805,0.08183995857432089,0.060664170048219626,0.044588510700162114,0.046385896188441945,0.08501233765671418,0.12063159016434795,-2.8789643640621296,-4.036426191245403,all
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.01259227623399606,-0.0018440028413735988,0.0006709096616363488,0.00826014381361128,0.008931351392152877,0.002279569619400566,0.01820763337725979,-0.0016041066275972178,0.009328516818935631,0.01454764898986154,0.017244783393780508,0.0063454561270050135,0.0046270979555504506,0.004543842636282386,0.036898743987626936,0.02848073722093012,0.026998159898387948,0.026735806117193037,-0.004079650486313265,0.07104428834158212,0.04398604801718855,0.02690545117341541,0.01825343777036805,0.02314375377948094,0.08001570148746437,0.043911531724155364,0.02754554536046239,0.026176096064878404,0.03411303938350384,0.07824176364559203,-2.5409305364887063,-1.7996094545953865,all
