,evocode,LP,ploidy,evoEnvt,evoEnvt-ploidy,evoEnvt-ploidy-LP,30-0,37-0,AA-0,RT-0,NaCl-0,30-200,37-200,AA-200,RT-200,NaCl-200,30-400,37-400,AA-400,RT-400,NaCl-400,30-600,37-600,AA-600,RT-600,NaCl-600,30-800,37-800,AA-800,RT-800,NaCl-800,30-1000,37-1000,AA-1000,RT-1000,NaCl-1000,principal component 1,principal component 2,Epoch
0,p8-F1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.0014144089322375767,0.0023597500546344422,-0.0007476665217260645,0.016962238856933202,0.005996177296895276,0.004346240896640691,0.005827866666522111,-0.0008193932597558486,0.019190400653210232,0.018977559883304292,0.015789667388717288,0.013799316539658808,0.0008917453460935578,0.03420398363864188,0.044071099182702994,0.020575306529622084,0.0190591448405294,-0.013086393344275284,0.04910119341006479,0.04683770026879255,0.01721657533956501,0.024618916981460896,-0.021930008168103747,0.057745483859249415,0.04886424928397717,0.02114745882705821,0.030156245444351644,-0.015792444494603854,0.04328282707064973,0.052868555124123584,-5.0190345831638465,-1.4510353497095883,all
1,p8-C2,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.00398012542367762,0.001142475257721301,0.0025202356904872173,0.006769802601719716,0.004358440324717388,0.006818617452259249,0.0056846761871063795,-0.0001810279455773976,0.01793769119897432,0.02804165640159691,0.017384768040009182,0.007494961992249931,0.012819314881360474,0.014464027302758937,0.033547639350949066,0.0287040111181316,0.01975425904900877,0.021794817214435727,0.03797095212974226,0.05320735313606363,0.018564208973663163,0.02044033108628665,0.032019383239270484,0.03418095459459025,0.03599632663924581,0.02523945775703375,0.026308455543721368,0.04316060345648405,0.03341550141192741,0.05128609707075685,-3.8333234134189267,-0.803525323476994,all
2,p7-D10,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,0.007836300071120867,-0.00048611498632213654,-0.003999808611574826,0.019093956667831757,0.012795594940443291,0.021668088537581492,0.005283303664581267,0.009297876230696287,0.01848522269957426,0.04335369106049062,0.03295305688360112,0.02324311854540774,0.008549562982412674,0.06117366624234371,0.07195497590429906,0.031196374912847682,0.02750718947663191,-0.0023134624420898947,0.09351404498956566,0.06454058193622991,0.024878754901909828,0.03380739639177538,-0.02521040258848953,0.09858998889056599,0.06500176290884327,0.03224912447205229,0.03366996462530998,-0.0070073789653060685,0.09990050806509236,0.07252090497578965,-3.913305911307229,-3.8518208872490853,all
3,p8-D1,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.00022039719649061485,0.0007140953551339336,-0.005329244950109351,0.00022921706740456748,0.0009881670867719946,0.0065190291329791095,0.007737686356631633,0.0018342855119159677,0.016650575439743187,0.004295588077050051,0.014254031072883538,0.01829266158377429,0.011149817537854656,0.02723081326277397,0.021378344954589797,0.012534626177823176,0.025031388540194776,0.022405041420778437,0.029338113183132845,0.02696981130460096,0.022942719085072703,0.025227070833474696,0.01643397667394049,0.06992548671185714,0.04056699120538698,0.033939273800092234,0.03696763918101628,0.02292013132241799,0.11301980067570365,0.05831339356382316,-4.660987971014603,-0.9878218455775347,all
4,p8-C4,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.000621404695055548,-0.002753349852636148,-0.008660412151660362,0.012736811240084172,-0.0001392649064426467,0.003857343496300611,0.005493917060929093,0.013120335759873586,-0.003474246538512601,0.0203255290480942,0.008315223212073359,0.009248996751637092,0.05566253535308978,-0.0039976508040808845,0.0212372387754445,0.023385426126532403,0.01346712470569569,0.11700209586242033,0.03293279091493356,0.040976333855073516,0.019762206499816314,0.023640130364890728,0.1099645066599734,0.0405036421665601,0.04462562186244182,0.03034440274045786,0.02679875703890008,0.02205284915976773,0.05212268605897308,0.05521346258894512,-3.4049009529797503,0.018323180800997103,all
5,p8-D3,1.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-1.0,-0.0008833077488329801,-0.0022892587259081103,-0.0117876110396512,0.017129453847014645,0.001753111376142734,0.003996359145701137,0.0021570270013501077,0.005173554677888796,-0.002666669064939981,0.017525368638129302,0.009422711722461598,0.004353214273414332,0.007183420878960256,0.024594188582754,0.02530648033847232,0.018278014352772768,0.013577663171669184,0.01071717840225598,0.009447116008025476,0.043867740388402916,0.01302822466091325,0.026093225194031292,0.013862537137862549,0.028984931751616275,0.0250044624973346,0.01777248427437999,0.02876236146548062,0.036409313631679804,0.07001044032989995,0.023796198108052717,-5.285289942743564,0.2401332417305619,all
6,p8-F2,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.002316164665296657,0.018695743676213367,-0.008698722313583124,0.01955608026103659,0.008893719580599906,0.004477613870034725,0.006985675712675832,0.005163877323266043,-0.002194317084455868,0.019354138927446776,0.021120472004201564,0.007711533615887809,-0.0027211993780220326,0.024329236029403026,0.04534555781304316,0.01839685000761937,0.013880769397259893,0.00447479695916415,0.039269955384202096,0.06483747470267517,0.03879016653651415,0.034867370257953896,0.015974511965929132,0.08441002183569804,0.09011956460694444,0.05311986749179596,0.038021329977098735,0.03022851674097155,0.11187781424144178,0.09273275533181424,-3.271028363483011,-3.3182583302302873,all
7,p7-G12,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0015884877038419513,0.003906689952593245,-0.000758404367473404,0.006493329683710794,0.009467347294889126,0.00790504104949713,0.0042354443569612155,-0.0007303329883616761,0.014387457313042484,0.03924376491519409,0.02507721059732311,0.010511532719678196,0.026650005064304372,0.011095965427501513,0.05774177582149215,0.03849561548962736,0.02442955987914133,0.09981136331925013,0.019182707552997204,0.06602120661511791,0.03049057568527127,0.029384514360968693,0.104367557603622,0.023675470951146912,0.05465209689501964,0.02455650198426862,0.04089674707429269,0.1052169757552242,0.02465289397942077,0.06494235776148256,-1.8037038827788647,-1.5511081500325308,all
8,p7-G10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,0.0036448506684064615,0.0014505386746036016,-0.008081252369312841,0.000892064414823035,0.002147535411055501,-6.246330483648593e-05,0.001348146692223034,0.012063055505049958,-0.005532387234009404,0.04850346490508775,0.03761635017026625,0.006192378276786304,0.007166157169287167,0.04109330410655582,0.05491961271299465,0.029665944228932775,0.016947203610112267,0.01912971369405638,0.0626132461104554,0.06346002748680801,0.020027117518974527,0.032453097425857856,0.012914189362105078,0.08269003556562253,0.0825217094148477,0.05956327263432061,0.04969368622697669,0.046385896188441945,0.08832694725901276,0.12027724863512125,-2.628821650358355,-3.6700910228428216,all
9,p7-C10,2.0,H,YPD(37C),YPD(37C)-H,YPD(37C)-H-2.0,-0.012055719393663943,0.00020946031099328607,-0.006815215100334165,0.004339434515730873,-0.004605114377105878,0.002801543216616502,0.0008930592474312216,-0.01078326467312745,0.031186381706612337,0.016982422169973053,0.014856158425543681,0.0050892921878672795,0.005103725534445071,0.004543842636282386,0.03683472103604592,0.0266689663820404,0.022429990925525577,0.022874966144068462,0.0012515415688181019,0.06599543850320021,0.04398604801718855,0.029926415129903825,0.01825343777036805,0.014944877138790738,0.07638622938932685,0.043911531724155364,0.03398620524853342,0.02818967382834195,0.030953707586006626,0.07354292359229814,-2.5848301947664774,-1.2312225718337062,all
